1 192.454 192.454 0
2 238.441 215.448 16.2588
3 209.677 213.524 10.9524
4 250.115 222.672 11.412
5 206.877 219.513 9.55684
6 238.313 222.646 8.46211
7 216.9 221.825 7.29295
8 257.707 226.31 7.63702
9 167.758 219.805 9.14909
10 238.451 221.669 8.42205
11 236.474 223.015 7.76321
12 200.292 221.122 7.34359
13 224.444 221.377 6.78314
14 183.115 218.644 6.82704
15 196.996 217.201 6.52267
16 239.21 218.577 6.25836
17 218.587 218.577 5.89023
18 262.967 221.043 6.05729
19 175.008 218.62 6.20416
20 163.002 215.839 6.48733
21 193.744 214.787 6.26316
22 213.893 214.747 5.9786
23 237.92 215.754 5.80294
24 229.914 216.344 5.59106
25 200.678 215.718 5.40242
26 229.13 216.233 5.21921
27 138.267 213.346 5.7697
28 221.355 213.632 5.57072
29 231.3 214.241 5.41184
30 187.706 213.357 5.30323
31 204.567 213.073 5.13974
32 220.173 213.295 4.98391
33 212.097 213.259 4.83301
34 202.189 212.933 4.70182
35 189.31 212.258 4.61567
36 176.479 211.264 4.59321
37 222.986 211.581 4.47998
38 200.846 211.299 4.37098
39 210.359 211.274 4.25897
40 171.598 210.283 4.26644
41 202.772 210.099 4.16631
42 199.993 209.859 4.07406
43 215.756 209.996 3.98162
44 205.127 209.885 3.89266
45 230.583 210.345 3.83324
46 163.967 209.337 3.88023
47 252.789 210.261 3.90626
48 231.338 210.701 3.84948
49 214.004 210.768 3.77151
50 233.96 211.232 3.72449
