1 -0.444621 0.0030688 -0.818025 0.625048
11 -0.445661 0.00193657 -0.811018 0.608497
21 -0.445918 0.00245485 -0.806204 0.616024
31 -0.441992 0.00297352 -0.791903 0.636935
41 -0.446589 0.00219909 -0.78535 0.617634
51 -0.446798 0.00212302 -0.792084 0.612318
61 -0.441412 0.00257455 -0.766481 0.625542
71 -0.443623 0.00251877 -0.794077 0.606268
81 -0.447092 0.00223727 -0.793041 0.618424
91 -0.44682 0.00180826 -0.804055 0.611253
101 -0.446492 0.00240825 -0.799128 0.619631
111 -0.445502 0.00237753 -0.797459 0.612001
121 -0.446661 0.00220825 -0.791452 0.61874
131 -0.446618 0.00289372 -0.80362 0.6286
141 -0.444067 0.00227417 -0.780743 0.636654
151 -0.448168 0.00265414 -0.819182 0.627228
161 -0.445612 0.00218535 -0.797297 0.617864
171 -0.447725 0.00190554 -0.788858 0.624055
181 -0.445097 0.00219812 -0.798397 0.624465
191 -0.448478 0.00229576 -0.799817 0.608233
201 -0.445937 0.00255346 -0.806823 0.642586
211 -0.450973 0.00200338 -0.797617 0.625837
221 -0.447649 0.00206425 -0.807199 0.612999
231 -0.447204 0.00223445 -0.794675 0.617803
241 -0.447492 0.00211287 -0.781148 0.620052
251 -0.446839 0.00221136 -0.787444 0.639189
261 -0.447949 0.0022232 -0.781625 0.614431
271 -0.447934 0.00212494 -0.812607 0.612211
281 -0.448546 0.0025434 -0.821312 0.622283
291 -0.447882 0.00219829 -0.813877 0.62073
301 -0.448288 0.00192125 -0.803746 0.609192
311 -0.446224 0.00271029 -0.823972 0.623212
321 -0.448208 0.0020339 -0.79974 0.620659
331 -0.449486 0.00243885 -0.798338 0.62328
341 -0.44658 0.00261955 -0.787541 0.629188
351 -0.447276 0.00234452 -0.810976 0.615358
361 -0.445635 0.002604 -0.800058 0.633743
371 -0.446453 0.00210549 -0.782787 0.637764
381 -0.447595 0.00185658 -0.790675 0.625535
391 -0.446622 0.00233085 -0.795267 0.62233
401 -0.447088 0.0021325 -0.794598 0.593793
411 -0.445367 0.00250039 -0.802797 0.626332
421 -0.44548 0.0017087 -0.773316 0.634971
431 -0.448222 0.00234829 -0.795071 0.631409
441 -0.446296 0.00241875 -0.808233 0.613792
451 -0.448015 0.0021534 -0.77813 0.62195
461 -0.443838 0.00258658 -0.829886 0.594479
471 -0.444323 0.00206067 -0.82406 0.60631
481 -0.449893 0.00205402 -0.814103 0.614155
491 -0.448498 0.00230714 -0.807534 0.602222
