1 -0.0851248 0.0183751 -0.612944 1.02364
11 -0.408404 0.00519645 -0.790612 0.645476
21 -0.408887 0.00339242 -0.771045 0.558872
31 -0.427152 0.00331861 -0.817976 0.662987
41 -0.370293 0.00426222 -0.769174 0.554161
51 -0.433542 0.00194455 -0.774837 0.596937
61 -0.435704 0.00176774 -0.748914 0.623858
71 -0.438644 0.00218596 -0.767323 0.602924
81 -0.432064 0.00257149 -0.801152 0.59816
91 -0.440058 0.00268232 -0.81373 0.637758
101 -0.43556 0.00241356 -0.788319 0.58901
111 -0.436242 0.00235822 -0.756592 0.609821
121 -0.443886 0.00291753 -0.806863 0.624851
131 -0.442603 0.00273791 -0.777132 0.629227
141 -0.435451 0.00269874 -0.777084 0.660186
151 -0.435731 0.00310815 -0.846144 0.622339
161 -0.427256 0.00243667 -0.753304 0.585254
171 -0.442434 0.00261669 -0.77605 0.63466
181 -0.441848 0.00256004 -0.802959 0.610303
191 -0.427149 0.00337646 -0.772363 0.659477
201 -0.435995 0.0031537 -0.812543 0.643837
211 -0.441968 0.00233773 -0.828086 0.622388
221 -0.442086 0.00205001 -0.786005 0.618412
231 -0.442491 0.00273475 -0.78905 0.599961
241 -0.444716 0.00204304 -0.792818 0.636933
251 -0.444426 0.00268551 -0.798833 0.642713
261 -0.444657 0.00248461 -0.820145 0.619035
271 -0.440148 0.00259244 -0.806315 0.622472
281 -0.446988 0.00262055 -0.811279 0.625883
291 -0.444317 0.00271556 -0.790898 0.619711
301 -0.438424 0.0027027 -0.830889 0.629735
311 -0.445033 0.00286457 -0.798589 0.616655
321 -0.422576 0.00267698 -0.795922 0.579028
331 -0.440138 0.00229745 -0.799946 0.614467
341 -0.439643 0.00242543 -0.805088 0.629467
351 -0.436934 0.00322405 -0.792678 0.654367
361 -0.439978 0.00294033 -0.820904 0.632595
371 -0.436098 0.00295076 -0.788756 0.663998
381 -0.443555 0.00219895 -0.784559 0.629844
391 -0.439393 0.00298177 -0.804507 0.587288
401 -0.443424 0.00242817 -0.792047 0.623131
411 -0.444125 0.00220188 -0.772369 0.633401
421 -0.439331 0.00265507 -0.771192 0.629454
431 -0.441533 0.00220429 -0.797555 0.640021
441 -0.445384 0.00188615 -0.769407 0.61229
451 -0.434817 0.00317689 -0.820761 0.636742
461 -0.435149 0.00282312 -0.829886 0.594479
471 -0.435564 0.00316291 -0.83202 0.635833
481 -0.432933 0.0031176 -0.821484 0.584133
491 -0.439576 0.00230955 -0.795654 0.601681
