0 1.43643 0
1 1.44436 0.00793179
2 1.44828 0.00602213
3 1.45482 0.00780903
4 1.47174 0.0179685
5 1.46979 0.0147997
6 1.47615 0.0140308
7 1.47272 0.0126256
8 1.47488 0.0113426
9 1.47979 0.0112701
10 1.48316 0.0107366
11 1.48898 0.0113989
12 1.49374 0.0115136
13 1.49261 0.010719
14 1.48962 0.0104171
15 1.49243 0.010142
16 1.49254 0.0095273
17 1.49361 0.00904657
18 1.49916 0.0101959
19 1.49856 0.00969108
20 1.4972 0.00931723
21 1.49571 0.00900767
22 1.49322 0.0089598
23 1.49222 0.00863688
24 1.49278 0.00830295
25 1.49456 0.008173
26 1.49491 0.0078723
27 1.49581 0.00763982
28 1.49668 0.00742258
29 1.49532 0.00729905
30 1.49507 0.00706389
31 1.4947 0.00684973
32 1.49414 0.00666227
33 1.49447 0.00647146
34 1.49383 0.00631637
35 1.49306 0.0061857
36 1.49362 0.00604173
37 1.49226 0.00603464
38 1.49495 0.00646362
39 1.49292 0.00661985
40 1.49254 0.00646744
41 1.49188 0.00634632
42 1.49121 0.00623349
43 1.49144 0.00609475
44 1.49035 0.00605663
45 1.48974 0.00595474
46 1.49183 0.00618808
47 1.49166 0.00605994
48 1.49057 0.00603438
49 1.49066 0.00591302
50 1.49101 0.00580675
51 1.49187 0.00575867
52 1.49233 0.00566737
53 1.4926 0.00556812
54 1.4932 0.00549868
55 1.49274 0.00541947
56 1.4928 0.00532395
57 1.49293 0.00523288
58 1.49302 0.00514433
59 1.49291 0.00505912
60 1.49303 0.00497692
61 1.4941 0.00501099
62 1.49455 0.0049512
63 1.49504 0.00489782
64 1.49495 0.00482261
65 1.495 0.00474918
66 1.4957 0.00473033
67 1.49631 0.00470047
68 1.49664 0.00464352
69 1.49741 0.00464111
70 1.49755 0.00457735
71 1.49789 0.00452594
72 1.49767 0.00446861
73 1.49744 0.00441421
74 1.49795 0.00438505
75 1.49795 0.00432697
76 1.49738 0.00430834
77 1.49778 0.00427177
78 1.4973 0.00424453
79 1.49695 0.00420614
80 1.49794 0.00427091
81 1.49736 0.00425807
82 1.49744 0.00420715
83 1.49708 0.00417228
84 1.49766 0.0041635
85 1.49798 0.00412749
86 1.49814 0.00408305
87 1.49805 0.00403755
88 1.49802 0.00399202
89 1.49794 0.00394829
90 1.49801 0.00390538
91 1.49847 0.00388972
92 1.49928 0.00393256
93 1.49973 0.00391638
94 1.49976 0.00387502
95 1.49965 0.00383581
96 1.49951 0.00379861
97 1.49999 0.00378913
98 1.49999 0.00375066
99 1.50013 0.00371564
