0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0550124 0.814156 2.25668 2.61431 2.15221 2.03907 1.86697 1.5766 1.3028 1.33452 1.25009 1.2338 1.19871 1.1277 0.904633 0.920291 0.965952 1.0584 0.829084 0.90069 0.956531 0.989107 0.988542 0.952632 0.880409 1.03113 1.05458 1.00145 1.03009 0.904995 0.899397 0.941206 0.808501 0.922061 0.960396 0.950608 0.926346 0.976388 0.986616 0.96644 0.963934 1.02558 0.987824 1.03853 0.966522 0.938084 0.960235 0.9929 0.956478 0.982844 1.01329 1.00179 0.98519 0.959546 1.02228 1.06498 0.962672 0.984061 1.02758 1.02694 0.997837 1.01357 1.00469 0.926353 0.902521 1.01053 1.04916 1.00707 1.01142 0.935211 0.929833 0.907179 0.917524 0.969827 0.956654 0.988018 0.967931 0.94979 0.966401 0.914999 0.910827 0.91728 0.927039 0.963382 0.984142 0.981622 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334816 0.869434 1.85006 1.97295 1.77484 1.80028 1.93981 1.45899 1.54638 1.12035 1.08768 1.20011 1.19472 1.04937 1.00894 1.05722 1.02899 1.12657 1.10083 1.12894 1.05555 1.03187 1.00024 0.936738 0.991328 1.12531 0.975202 0.768328 0.784993 0.90498 0.873199 0.938846 0.998502 0.915008 0.969757 0.902149 0.936007 1.13872 1.00934 0.921181 0.848879 0.8823 0.884462 0.979244 0.963722 0.97059 0.980134 0.962127 0.972888 0.962074 0.956849 1.00821 0.988701 0.954557 0.929136 0.916365 0.955023 0.897984 0.879531 0.90664 0.888148 0.908515 0.991489 1.00877 1.00835 1.01127 0.958497 1.0184 0.982466 1.05944 0.991469 0.967554 1.00315 0.98046 1.00837 1.00916 1.00209 0.973686 0.971661 0.961919 0.913965 0.992644 1.00857 0.992373 0.977648 0.983698 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.167117 1.21327 1.80934 2.0928 1.8075 1.72363 1.64272 1.58117 1.3626 1.30207 1.00785 0.909808 0.855114 1.00571 0.995372 0.92208 0.961817 1.12063 0.972649 1.12043 1.00695 1.02572 1.03108 0.981563 1.09111 0.981968 1.1068 1.07926 0.904432 0.910027 0.86132 0.892658 0.965615 0.994786 1.04937 0.937364 1.01493 0.958435 0.857163 0.938532 0.920522 0.953741 0.948986 1.03004 0.959719 0.966088 0.952369 0.940554 0.845294 0.965376 0.96737 1.02823 0.978717 1.00444 0.977837 0.917279 0.940506 0.936407 0.892468 0.995314 0.991224 1.02153 0.99549 1.00786 1.05409 0.979221 1.08016 1.02418 0.996066 1.04183 0.927452 0.947694 0.942862 0.973816 0.988518 0.951766 0.941205 0.997344 1.01814 0.991675 0.988461 0.981531 0.987405 0.933007 0.972017 1.01096 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105635 1.08545 1.8408 1.87348 1.96056 1.57223 1.5866 1.49701 1.46058 1.22539 1.19495 1.03342 1.04363 0.819673 0.955596 1.03395 1.08906 1.00749 1.1044 1.1819 1.01217 0.976874 1.03457 0.936428 0.90532 0.929986 0.886295 0.902819 0.843277 0.863129 0.80413 0.78573 0.86475 0.931773 1.0848 1.08081 1.0257 0.944913 0.959179 1.00129 0.869697 0.820975 0.886274 0.894543 0.819041 0.781213 0.838135 0.979155 0.972957 0.915782 0.952401 0.929764 0.980519 0.978814 0.955644 0.941562 0.955111 0.994614 0.985516 1.01134 1.00565 0.996776 0.97099 1.05127 1.02325 1.02678 0.985769 1.00325 0.962082 0.962825 0.974285 0.999852 1.05796 1.03358 0.9921 1.01117 1.00148 1.019 0.981159 1.01386 0.934201 0.955744 0.95422 0.958172 0.956339 1.00215 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.012273 0.117823 0.665756 1.78228 1.87649 1.64728 1.61713 1.33586 1.42322 1.21169 1.35533 1.03131 1.15612 1.02887 0.937365 0.893176 0.820298 0.885728 0.950895 0.977403 0.804235 0.807763 0.790138 0.886313 0.953931 1.08927 1.05108 1.01223 1.01687 0.939877 0.968346 0.851424 0.774261 0.82093 0.799309 0.811008 0.910771 0.953729 0.935077 0.888825 0.929037 0.944924 0.849324 0.890993 0.888566 0.905542 0.946369 0.964655 0.984941 0.994503 1.02072 0.99761 1.01278 0.974409 0.999622 0.948235 0.9625 1.03144 0.950906 0.993315 1.04467 1.05268 1.03841 1.04136 1.07159 1.13009 1.07793 1.01454 0.999805 0.974888 1.01308 0.989329 0.942147 0.951579 0.957712 0.989661 0.93617 0.965941 1.00802 0.971603 1.02682 1.01541 0.967665 0.97604 0.978801 0.980123 0.992981 
0 0 0 0 0 0 0 0 0 0 0 0 0 1.83691e-06 0.247052 1.07199 2.05965 1.95257 1.63705 1.55084 1.48257 1.55532 1.39482 1.39872 1.1054 0.948916 0.897228 1.00138 1.09078 1.17913 1.12778 1.07206 1.13184 1.02885 0.940685 0.922693 0.904376 0.996971 1.05584 1.13812 0.988011 0.969778 1.03222 0.98176 1.04253 1.08239 1.03556 1.05436 0.998341 1.00388 0.878567 0.978723 0.867914 0.878544 0.963833 0.946901 0.981488 1.02642 0.941347 0.970297 0.943154 0.947206 0.884374 0.935504 1.00758 0.924892 1.01626 0.975065 1.0143 1.01003 1.03579 1.017 0.978715 0.934545 0.99266 0.929369 0.975924 0.993493 0.96937 0.982866 0.958489 0.91987 0.889021 0.909469 0.974599 0.964874 0.960004 0.945137 0.971076 0.972793 1.05179 1.017 0.991907 0.962525 0.96916 1.01043 0.996413 0.960951 1.00768 1.05227 
0 0 0 0 0 0 0 0 0 0 0 0 0 2.74931e-10 0.196208 0.951674 1.93181 2.46999 2.28802 1.89438 1.46908 1.25027 1.1096 0.975293 1.02767 0.934052 1.01208 1.07759 1.17645 1.13499 0.972263 1.20467 1.11624 0.994134 1.11493 1.06387 1.00712 1.00629 1.10201 1.20797 1.12057 1.04609 1.14414 0.979193 1.0212 0.952372 0.978665 0.897327 0.944908 0.94632 0.995695 0.965265 0.969437 1.02133 0.972488 1.03534 1.05181 1.00772 1.00699 1.08669 0.962986 0.926398 1.01837 0.953695 1.0156 0.925858 0.959402 0.938709 0.915922 0.944105 1.0165 0.987322 0.901014 0.879483 0.904492 0.898385 0.925851 0.967276 1.0151 0.999402 0.997476 0.950083 0.930944 0.933031 0.856975 0.918278 0.947173 0.929076 0.975647 0.970906 1.00535 0.994345 1.02572 0.992405 1.04664 0.995583 0.954519 0.942308 1.01784 1.02318 
0 0 0 0 0 0 0 0 0 0 0 0 0 4.11491e-14 0.147677 0.861274 1.66445 2.12278 2.32203 1.62691 1.2495 0.925728 0.775748 0.864202 0.785288 0.928093 0.981389 1.02946 0.831168 0.88502 0.881735 0.904919 0.933588 1.01514 0.942526 0.931143 1.08024 1.0905 1.06994 1.1753 1.07895 1.04228 0.951031 0.903654 0.828937 0.918468 0.964958 0.921999 0.896159 0.825592 0.932584 0.974731 0.994685 0.925262 0.913835 0.896511 0.970838 0.93218 0.913454 1.01252 0.994121 0.926499 1.04258 1.06624 0.993596 0.931634 0.94859 0.954964 1.00216 0.938285 0.930107 0.978675 1.028 0.995304 1.00337 1.05959 0.998222 1.12599 1.05586 1.04312 0.973961 1.00612 0.991527 1.00977 1.03124 0.992931 1.00019 0.983175 0.995807 0.990366 1.02356 1.04903 1.01906 1.01848 1.07466 0.975415 1.0485 0.974248 0.953447 0.955879 
0 0 0 0 0 0 0 0 0 0 0 0 0 6.15881e-18 0.0482847 0.813119 1.90211 2.04328 1.82795 1.40547 1.47062 1.15426 1.11787 1.265 0.959745 1.04475 0.979601 0.943579 1.01734 0.935495 0.864074 0.925481 0.926349 1.00624 0.992272 0.941664 1.07676 1.00792 0.977082 0.92754 1.00245 1.06234 0.95411 0.974548 0.783569 0.733822 0.900063 0.990649 0.836575 0.873369 0.845716 0.851777 0.853024 0.876198 0.842539 0.88175 0.887728 0.888517 0.875034 0.944983 0.927885 0.957971 0.989557 0.973606 1.08929 1.01895 1.03181 1.04808 1.04016 1.07582 1.0782 1.06779 1.04092 0.996415 1.04828 1.07495 1.07937 1.10942 1.13927 1.07717 1.06605 1.07741 1.04088 1.00094 1.00501 0.996844 0.968115 0.935 0.9718 1.0214 1.07748 0.960981 0.97767 1.02922 1.00154 1.02315 0.985301 1.0462 0.993691 0.94192 
0 0 0 0 0 0 0 0 0 0 0 0 0 9.21792e-22 0.134164 0.903272 1.85604 1.7819 1.88148 1.55843 1.25262 1.32994 1.31774 1.38133 1.32178 1.20572 1.12508 1.16093 1.14285 1.06061 0.941279 0.921907 0.985562 0.940883 0.970218 0.897362 0.977831 0.915898 0.91305 0.86898 0.909752 0.932068 1.04639 1.0532 1.12119 1.05774 1.06607 0.971516 0.919175 0.977525 0.950281 0.921968 0.945932 0.923735 0.914109 0.963522 0.944763 0.924421 0.986432 0.926175 0.94053 1.01778 1.04899 1.026 0.986787 0.985523 1.00508 1.00552 1.01579 0.983868 0.986913 0.998255 0.961977 0.970936 0.975107 0.944804 0.966784 0.968912 0.939026 0.94429 0.944019 0.948629 0.996676 1.01089 0.904046 1.02969 0.955824 0.998552 1.06629 1.03112 1.0091 0.968334 0.947179 0.98723 0.986414 0.989826 1.02308 0.989003 0.99462 1.02327 
