1 -3.34673 -3.34673 0
2 -3.34772 -3.34723 0.000351256
3 -3.3478 -3.34742 0.000281851
4 -3.34952 -3.34794 0.000502294
5 -3.34883 -3.34812 0.000431867
6 -3.347 -3.34793 0.000398072
7 -3.34451 -3.34744 0.000567483
8 -3.34792 -3.3475 0.000499618
9 -3.34862 -3.34763 0.00045919
10 -3.34647 -3.34751 0.00042765
11 -3.34969 -3.34771 0.000432174
12 -3.3463 -3.34759 0.000411912
13 -3.34781 -3.34761 0.000380567
14 -3.34618 -3.34751 0.000366775
15 -3.34895 -3.3476 0.000354813
16 -3.34767 -3.34761 0.00033266
17 -3.34746 -3.3476 0.000313197
18 -3.34688 -3.34756 0.000298351
19 -3.34614 -3.34748 0.000291878
20 -3.34688 -3.34745 0.000278848
21 -3.347 -3.34743 0.000266391
22 -3.34555 -3.34735 0.000267657
23 -3.34873 -3.34741 0.000262677
24 -3.34649 -3.34737 0.000254502
25 -3.34779 -3.34738 0.000244873
26 -3.3486 -3.34743 0.000239898
27 -3.34632 -3.34739 0.000234529
28 -3.3474 -3.34739 0.000226153
29 -3.34835 -3.34742 0.000220767
30 -3.34871 -3.34747 0.000217535
31 -3.34744 -3.34747 0.000210519
32 -3.34658 -3.34744 0.000205766
33 -3.34493 -3.34736 0.000213068
34 -3.3475 -3.34737 0.000206837
35 -3.34778 -3.34738 0.000201269
36 -3.34619 -3.34735 0.000198347
37 -3.34873 -3.34738 0.000196472
38 -3.34771 -3.34739 0.000191487
39 -3.34677 -3.34738 0.00018723
40 -3.34858 -3.34741 0.000184939
41 -3.34949 -3.34746 0.000187284
42 -3.34585 -3.34742 0.000186709
43 -3.34702 -3.34741 0.000182601
44 -3.34889 -3.34744 0.000181545
45 -3.34722 -3.34744 0.000177577
46 -3.34818 -3.34745 0.000174454
47 -3.34802 -3.34747 0.000171158
48 -3.34661 -3.34745 0.000168514
49 -3.34689 -3.34744 0.000165465
50 -3.34758 -3.34744 0.000162179
