0 4.93498 0
1 4.9162 0.01878
2 4.84667 0.0703687
3 4.88041 0.0601199
4 4.88601 0.0469039
5 4.90145 0.0412933
6 4.90573 0.0351609
7 4.91502 0.0318347
8 4.92096 0.0286977
9 4.93209 0.0279775
10 4.93057 0.0253521
11 4.92476 0.0238624
12 4.92033 0.0223927
13 4.9288 0.0223938
14 4.94418 0.0259065
15 4.95018 0.0249661
16 4.9449 0.0240376
17 4.93644 0.0241924
18 4.93532 0.0229108
19 4.94307 0.0230755
20 4.93579 0.0231251
21 4.94463 0.023753
22 4.94163 0.0228932
23 4.95255 0.0244842
24 4.96179 0.0252376
25 4.96088 0.0242644
26 4.96344 0.0234881
27 4.9559 0.0238557
28 4.9582 0.0231322
29 4.95467 0.022624
30 4.95899 0.0223043
31 4.95828 0.0216079
32 4.96271 0.0214061
33 4.95966 0.0209898
34 4.95937 0.0203832
35 4.96568 0.0207892
36 4.9685 0.0204149
37 4.97467 0.0208054
38 4.96912 0.0210095
39 4.96751 0.0205408
40 4.96877 0.0200729
41 4.96729 0.0196452
42 4.97044 0.0194402
43 4.96918 0.0190351
44 4.97128 0.0187256
45 4.96965 0.0183864
46 4.97018 0.0179987
47 4.97149 0.0176681
48 4.96808 0.0176359
49 4.9677 0.0172838
50 4.97514 0.0185043
51 4.97337 0.0182314
52 4.9719 0.0179442
53 4.97433 0.0177762
54 4.97349 0.0174702
55 4.97193 0.0172266
56 4.97328 0.0169753
57 4.97117 0.0168124
58 4.97359 0.0167014
59 4.97459 0.0164513
60 4.9745 0.0161796
61 4.97176 0.0161505
62 4.97309 0.0159479
63 4.97355 0.0157035
64 4.97224 0.0155159
65 4.97433 0.0154222
66 4.97227 0.0153292
67 4.97508 0.0153598
68 4.97453 0.0151454
69 4.9746 0.0149277
70 4.97264 0.0148459
71 4.97234 0.0146415
72 4.97461 0.014617
73 4.97456 0.0144182
74 4.97518 0.0142379
75 4.97749 0.0142395
76 4.9774 0.0140537
77 4.97768 0.0138751
78 4.97576 0.0138322
79 4.97444 0.0137216
80 4.97322 0.0136065
81 4.97443 0.013494
82 4.97953 0.014274
83 4.97987 0.014107
84 4.98041 0.0139507
85 4.97867 0.0138976
86 4.9796 0.0137687
87 4.97966 0.0136115
88 4.97803 0.0135556
89 4.97921 0.0134563
90 4.9792 0.0133076
91 4.97641 0.0134554
92 4.97739 0.0133461
93 4.97653 0.0132313
94 4.98118 0.0138933
95 4.98081 0.0137527
96 4.98265 0.0137337
97 4.9822 0.0136003
98 4.9846 0.0136744
99 4.9828 0.0136563
